date,AAPL,AMZN,BABA,FB,GOOG,GOOGL,NFLX
2020-03-31,-0.069761,0.035021,-0.065,-0.13337100000000002,-0.131797,-0.132388,0.017532
2020-04-30,0.155374,0.2689,0.042112000000000004,0.227278,0.159828,0.159,0.11810899999999999
2020-05-29,0.08495599999999999,-0.012785,0.023288999999999997,0.09955499999999999,0.059511,0.064469,-0.000286
2020-06-30,0.147386,0.12956700000000002,0.040069,0.008797,-0.010714,-0.010792,0.08412599999999999
2020-07-31,0.165132,0.14711400000000002,0.163746,0.11714400000000001,0.049059,0.049293000000000003,0.074367
2020-08-31,0.216309,0.090461,0.143455,0.155832,0.10197200000000001,0.095151,0.08321100000000001
2020-09-30,-0.102526,-0.08757899999999999,0.024214,-0.106753,-0.100711,-0.1006,-0.055763
2020-10-30,-0.060012,-0.035754,0.036431,0.00462,0.103028,0.10269500000000001,-0.048576999999999995
2020-11-30,0.09548999999999999,0.04344,-0.13564600000000002,0.052677999999999996,0.086199,0.08557000000000001,0.031445999999999995
2020-12-31,0.114574,0.028058,-0.11630499999999999,-0.013756,-0.005032,-0.001003,0.10195599999999999
