"","X.GSPC","X.VIX","X.FTSE","X.HSI","X.IXIC","X.GDAXI","X.N225","X.DJI"
"2000-01-03",1455.219971,24.209999,NA,17369.630859,4131.149902,6750.759766,NA,11357.509766
"2000-01-04",1399.420044,27.01,6665.899902,17072.820313,3901.689941,6586.950195,19002.859375,10997.929688
"2000-01-05",1402.109985,26.41,6535.899902,15846.719727,3877.540039,6502.069824,18542.550781,11122.650391
"2000-01-06",1403.449951,25.73,6447.200195,15153.230469,3727.129883,6474.919922,18168.269531,11253.259766
"2000-01-07",1441.469971,21.719999,6504.799805,15405.629883,3882.620117,6780.959961,18193.410156,11522.55957
"2000-01-10",1457.599976,21.709999,6607.700195,15848.150391,4049.669922,6925.52002,NA,11572.200195
"2000-01-11",1438.560059,22.5,6518.899902,15862.099609,3921.189941,6891.25,18850.919922,11511.080078
"2000-01-12",1432.25,22.84,6532.799805,15714.200195,3850.02002,6912.810059,18677.419922,11551.099609
"2000-01-13",1449.680054,21.709999,6531.5,15633.959961,3957.209961,6955.97998,18833.289063,11582.429688
"2000-01-14",1465.150024,19.66,6658.200195,15542.230469,4064.27002,7173.220215,18956.550781,11722.980469
"2000-01-17",NA,NA,6669.5,15574.55957,NA,7258.899902,19437.230469,NA
"2000-01-18",1455.140015,21.5,6504.600098,15789.200195,4130.810059,7072.120117,19196.570313,11560.719727
"2000-01-19",1455.900024,21.719999,6445.5,15275.339844,4151.290039,7091.040039,18897.75,11489.360352
"2000-01-20",1445.569946,21.75,6348.700195,15215.30957,4189.509766,7112.660156,19008.009766,11351.299805
"2000-01-21",1441.359985,20.82,6346.299805,15108.410156,4235.399902,6992.75,18878.089844,11251.709961
"2000-01-24",1401.530029,24.07,6379.799805,15167.549805,4096.080078,6931.990234,19056.710938,11008.169922
"2000-01-25",1410.030029,23.02,6274.100098,15103.040039,4167.410156,6809.640137,18895.529297,11029.889648
"2000-01-26",1404.089966,23.030001,6375.600098,15427.719727,4069.909912,6969.370117,19111.189453,11032.990234
"2000-01-27",1398.560059,23.540001,6441,15917.80957,4039.560059,7126.129883,19209.720703,11028.019531
"2000-01-28",1360.160034,26.139999,6375.600098,16185.94043,3887.070068,7066.600098,19434.779297,10738.870117
"2000-01-31",1394.459961,24.950001,6268.5,15532.339844,3940.350098,6835.600098,19539.699219,10940.530273
"2000-02-01",1409.280029,23.450001,6290.899902,15653.860352,4051.97998,7050.459961,19423.380859,11041.049805
"2000-02-02",1409.119995,23.120001,6302.799805,15789.820313,4073.959961,7171.950195,19578.910156,11003.200195
"2000-02-03",1424.969971,22.01,6324.299805,15968.120117,4210.97998,7354.259766,19786.419922,11013.44043
"2000-02-04",1424.369995,21.540001,6185,NA,4244.140137,7444.609863,19763.130859,10963.799805
"2000-02-07",1424.23999,22.790001,6118.600098,NA,4321.77002,7296.319824,19945.429688,10905.790039
"2000-02-08",1441.719971,21.25,6285.799805,16228.730469,4427.5,7549.879883,19868.880859,10957.599609
"2000-02-09",1411.709961,22.9,6315.399902,16819.460938,4363.240234,7629.109863,20007.769531,10699.160156
"2000-02-10",1416.829956,23.07,6279.799805,16845.169922,4485.629883,7709.27002,19710.019531,10643.629883
"2000-02-11",1387.119995,24.42,6193.299805,17380.300781,4395.450195,7611.549805,NA,10425.209961
"2000-02-14",1389.939941,24.379999,6068.600098,17188.960938,4418.549805,7644.799805,19556.460938,10519.839844
"2000-02-15",1402.050049,22.92,6005.200195,16688.160156,4420.77002,7396.129883,19367.830078,10718.089844
"2000-02-16",1387.670044,23.51,6147.399902,17043.390625,4427.649902,7490.319824,19599.179688,10561.410156
"2000-02-17",1388.26001,23.17,6209.299805,16981.230469,4548.919922,7580.529785,19791.400391,10514.570313
"2000-02-18",1346.089966,26,6165,16599.160156,4411.740234,7573.779785,19789.029297,10219.519531
"2000-02-21",NA,NA,6081.600098,16322.370117,NA,7590.529785,19543.75,NA
"2000-02-22",1352.170044,25.860001,6014.700195,16255.169922,4382.120117,7607.939941,19390.580078,10304.839844
"2000-02-23",1360.689941,23.889999,6144.100098,16376.790039,4550.330078,7698.970215,19519.550781,10225.730469
"2000-02-24",1353.430054,24.379999,6086.700195,17058.660156,4617.649902,7640.529785,19571.439453,10092.629883
"2000-02-25",1333.359985,25.200001,6198,17200.980469,4590.5,7738.680176,19817.880859,9862.120117
"2000-02-28",1348.050049,24.68,6099.600098,16984.439453,4577.850098,7587.129883,19720.099609,10038.650391
"2000-02-29",1366.420044,23.370001,6232.600098,17169.439453,4696.689941,7644.549805,19959.519531,10128.30957
"2000-03-01",1379.189941,21.639999,6364.899902,16843.589844,4784.080078,7727.930176,20081.669922,10137.929688
"2000-03-02",1381.76001,21.059999,6432.100098,16936.810547,4754.509766,7945.77002,20065.109375,10164.919922
"2000-03-03",1409.170044,19.209999,6487.5,17285.240234,4914.790039,7960.029785,19927.539063,10367.200195
"2000-03-06",1391.280029,21.5,6567.799805,17758.759766,4904.850098,7975.779785,19796.349609,10170.5
"2000-03-07",1355.619995,24.309999,6466.5,17865.359375,4847.839844,8064.970215,19944.240234,9796.030273
"2000-03-08",1366.699951,23.82,6411.200195,17951.429688,4897.259766,7987,19766.800781,9856.530273
"2000-03-09",1401.689941,22.209999,6532.100098,17637.029297,5046.859863,7949.149902,19662.330078,10010.730469
"2000-03-10",1395.069946,21.24,6568.700195,17831.859375,5048.620117,7975.950195,19750.400391,9928.820313
"2000-03-13",1383.619995,22.85,6466.899902,17096.679688,4907.240234,7693.850098,19189.929688,9947.129883
"2000-03-14",1359.150024,24.41,6487.100098,16929.160156,4706.629883,7650.049805,19141.839844,9811.240234
"2000-03-15",1392.140015,22.34,6447,16747.199219,4582.620117,7414.459961,19078.599609,10131.410156
"2000-03-16",1458.469971,20.77,6557.299805,16359,4717.390137,7583.959961,19253.230469,10630.599609
"2000-03-17",1464.469971,22.370001,6558,17082.990234,4798.129883,7710.919922,19566.320313,10595.230469
"2000-03-20",1456.630005,22.959999,6624.5,17234.460938,4610,7872.379883,NA,10680.240234
"2000-03-21",1493.869995,21.700001,6617.899902,17199.980469,4711.680176,7807.930176,19602.359375,10907.339844
"2000-03-22",1500.640015,21.49,6609.600098,17547.039063,4864.75,7798.620117,19733.589844,10866.700195
"2000-03-23",1527.349976,22.26,6594.600098,17715.580078,4940.609863,7694.779785,19704.599609,11119.860352
"2000-03-24",1527.459961,23.309999,6738.5,17784.570313,4963.029785,7932.419922,19958.080078,11112.719727
"2000-03-27",1523.859985,24.530001,6687.200195,18292.859375,4958.560059,7892.490234,20281.029297,11025.849609
"2000-03-28",1507.72998,24.860001,6650.100098,18301.689453,4833.890137,7931.930176,20374.339844,10936.110352
"2000-03-29",1508.52002,24.1,6598.799805,18096.369141,4644.669922,7864.759766,20706.650391,11018.719727
"2000-03-30",1487.920044,25.469999,6445.200195,17467.150391,4457.890137,7644.890137,20441.5,10980.25
"2000-03-31",1498.579956,24.110001,6540.200195,17406.539063,4572.830078,7599.390137,20337.320313,10921.919922
"2000-04-03",1505.969971,24.030001,6462.100098,16892.929688,4223.680176,7429.220215,20726.990234,11221.929688
"2000-04-04",1494.72998,27.120001,6427,NA,4148.890137,7522.799805,20594.929688,11164.839844
"2000-04-05",1487.369995,28.41,6379.299805,16318.44043,4169.220215,7330.77002,20462.769531,11033.919922
"2000-04-06",1501.339966,27.15,6451.100098,16491.390625,4267.560059,7446.209961,20223.609375,11114.269531
"2000-04-07",1516.349976,24.389999,6569.899902,16941.679688,4446.450195,7522.200195,20252.810547,11111.480469
"2000-04-10",1504.459961,25.99,6533.399902,16850.740234,4188.200195,7516.950195,20619.060547,11186.55957
"2000-04-11",1500.589966,27.25,6379.200195,16487.660156,4055.899902,7442.660156,20522.519531,11287.080078
"2000-04-12",1467.170044,28.98,6350.799805,16577.089844,3769.629883,7443.069824,20833.210938,11125.129883
"2000-04-13",1440.51001,29.4,6357,16352.55957,3676.780029,7449.060059,20526.419922,10923.549805
"2000-04-14",1356.560059,33.490002,6178.100098,16142.759766,3321.290039,7214.830078,20434.679688,10305.769531
"2000-04-17",1401.439941,28.950001,5994.600098,14762.370117,3539.159912,7187.140137,19008.640625,10582.509766
"2000-04-18",1441.609985,26.120001,6074,15278.320313,3793.570068,7196.490234,18969.519531,10767.419922
"2000-04-19",1427.469971,27.02,6184.899902,15427.200195,3706.409912,7216.709961,19086.619141,10674.959961
"2000-04-20",1434.540039,25.85,6241.200195,15367.139648,3643.879883,7157.950195,18959.320313,10844.049805
"2000-04-21",NA,NA,NA,NA,NA,NA,18252.679688,NA
"2000-04-24",1429.859985,27.370001,NA,NA,3482.47998,NA,18480.150391,10906.099609
"2000-04-25",1477.439941,25.24,6283,15380.009766,3711.22998,7280.509766,18272.330078,11124.820313
"2000-04-26",1460.98999,26.969999,6256.5,15227.389648,3630.090088,7388.549805,18134.310547,10945.5
"2000-04-27",1464.920044,26.190001,6179.299805,15192.870117,3774.030029,7221.740234,18019.169922,10888.099609
"2000-04-28",1452.430054,26.200001,6327.399902,15519.299805,3860.659912,7414.680176,17973.699219,10733.910156
"2000-05-01",1468.25,25.879999,NA,NA,3958.080078,NA,18403.080078,10811.780273
"2000-05-02",1446.290039,28.5,6373.399902,15817.759766,3785.449951,7555.919922,18439.359375,10731.120117
"2000-05-03",1415.099976,31.629999,6184.799805,15577.469727,3707.310059,7376.930176,NA,10480.129883
"2000-05-04",1409.569946,30.77,6199.600098,15314.070313,3720.23999,7386.709961,NA,10412.490234
"2000-05-05",1432.630005,27.530001,6238.799805,15268.639648,3816.820068,7530.819824,NA,10577.860352
"2000-05-08",1424.170044,28.200001,6216.299805,14901,3669.379883,7408.089844,18199.960938,10603.629883
"2000-05-09",1412.140015,28.93,6123.799805,14776.900391,3585.01001,7280.540039,17844.539063,10536.75
"2000-05-10",1383.050049,29.870001,6100.700195,14492.919922,3384.72998,7120.859863,17701.470703,10367.780273
"2000-05-11",1407.810059,27.76,6245.899902,NA,3499.580078,7259.47998,16882.460938,10545.969727
"2000-05-12",1420.959961,26.049999,6283.5,15111.94043,3529.060059,7269.279785,17357.859375,10609.370117
"2000-05-15",1452.359985,24.860001,6247.700195,14881.299805,3607.649902,7195.149902,17313.689453,10807.780273
"2000-05-16",1466.040039,24.34,6318.399902,15160.290039,3717.570068,7371.060059,17551.25,10934.570313
"2000-05-17",1447.800049,23.98,6196.200195,14827.80957,3644.959961,7211.509766,17404.029297,10769.740234
"2000-05-18",1437.209961,23.959999,6233,14322.599609,3538.709961,7181.580078,17031.630859,10777.280273
"2000-05-19",1406.949951,25.440001,6045.399902,14478.259766,3390.399902,6989.029785,16858.169922,10626.849609
"2000-05-22",1400.719971,26,6035.5,14140.730469,3364.209961,6912.959961,16386.009766,10542.549805
"2000-05-23",1373.859985,25.870001,6086.799805,14257.179688,3164.550049,6927.689941,16318.730469,10422.269531
"2000-05-24",1399.050049,24.32,6118.600098,13933.980469,3270.610107,6834.879883,16044.44043,10535.349609
"2000-05-25",1381.52002,24.58,6231.100098,13921.05957,3205.350098,6978.870117,16247.820313,10323.919922
"2000-05-26",1378.02002,24.469999,6216.899902,13722.700195,3205.110107,6938.330078,16008.139648,10299.240234
"2000-05-29",NA,NA,NA,13975.070313,NA,7016.660156,16245.44043,NA
"2000-05-30",1422.449951,23.620001,6359.600098,13990.900391,3459.47998,7119.259766,16228.900391,10527.129883
"2000-05-31",1420.599976,23.65,6359.399902,14713.860352,3400.909912,7109.669922,16332.450195,10522.330078
"2000-06-01",1448.810059,22.360001,6470.5,14941.19043,3582.5,7272.759766,16694.300781,10652.200195
"2000-06-02",1477.26001,21.48,6626.399902,15284.099609,3813.379883,7438.950195,16800.060547,10794.759766
"2000-06-05",1467.630005,22.709999,6546.700195,15861.679688,3821.76001,7408.02002,17201.789063,10815.299805
"2000-06-06",1457.839966,23.049999,6546.799805,NA,3756.370117,7359.799805,17170.080078,10735.570313
"2000-06-07",1471.359985,22.48,6503.799805,15900.05957,3839.26001,7292.97998,17144.960938,10812.860352
"2000-06-08",1461.670044,22.77,6496.600098,15876.929688,3825.560059,7243.129883,17004.339844,10668.719727
"2000-06-09",1456.949951,22.139999,6443.799805,16120.259766,3874.840088,7254.529785,16861.910156,10614.05957
"2000-06-12",1446,22.32,6430.899902,16055.049805,3767.909912,7235.640137,16980.609375,10564.209961
"2000-06-13",1469.439941,21.67,6447.100098,15692.94043,3851.060059,7268.910156,16914.949219,10621.839844
"2000-06-14",1470.540039,21.48,6536.299805,15857.070313,3797.409912,7350.939941,16654.419922,10687.950195
"2000-06-15",1478.72998,20.68,6490.799805,16080.339844,3845.73999,7328.620117,16338.700195,10714.820313
"2000-06-16",1464.459961,20.5,6526,16434.380859,3860.560059,7131.399902,16318.30957,10449.299805
"2000-06-19",1486,20.629999,6490.200195,16267.469727,3989.830078,7198.799805,16591.349609,10557.839844
"2000-06-20",1475.949951,20.879999,6526.899902,16086.740234,4013.360107,7227.27002,16907.550781,10435.160156
"2000-06-21",1479.130005,20.610001,6477.799805,16238.139648,4064.01001,7100.089844,17210.080078,10497.740234
"2000-06-22",1452.180054,22,6413.799805,15952.360352,3936.840088,7053.669922,17106.009766,10376.120117
"2000-06-23",1441.47998,22.34,6391.5,15738.080078,3845.340088,6980.410156,16963.210938,10404.75
"2000-06-26",1455.310059,22.450001,6405.200195,15978.910156,3912.120117,7027.189941,16925.400391,10542.990234
"2000-06-27",1450.550049,21.799999,6375.299805,16155.769531,3858.959961,7048.959961,17279.060547,10504.459961
"2000-06-28",1454.819946,20.290001,6313.5,16438.419922,3940.340088,7056.049805,17370.169922,10527.790039
"2000-06-29",1442.390015,19.700001,6239,16286.799805,3877.22998,6874.540039,17475.900391,10398.040039
"2000-06-30",1454.599976,19.540001,6312.700195,16155.780273,3966.110107,6898.209961,17411.050781,10447.889648
"2000-07-03",1469.540039,19.83,6470.399902,16124.969727,3991.929932,6958.959961,17614.660156,10560.669922
"2000-07-04",NA,NA,6417,16235.759766,NA,6944.359863,17470.150391,NA
"2000-07-05",1446.22998,21.16,6382.5,16474.269531,3863.100098,6961.72998,17435.949219,10483.599609
"2000-07-06",1456.670044,20.940001,6419.600098,16489.589844,3960.570068,6951.089844,17282.369141,10481.469727
"2000-07-07",1478.900024,19.219999,6497.5,16829.960938,4023.199951,7052.220215,17398.240234,10635.980469
"2000-07-10",1475.619995,20.33,6466.200195,17238.669922,3980.290039,7070.819824,17572.679688,10646.580078
"2000-07-11",1480.880005,20.110001,6475.799805,17359.660156,3956.419922,7003.97998,17504.359375,10727.19043
"2000-07-12",1492.920044,20.030001,6518.5,17552.259766,4099.589844,7065.970215,17342.130859,10783.759766
"2000-07-13",1495.839966,20.030001,6475.700195,17449.5,4174.859863,7195.990234,17036.900391,10788.709961
"2000-07-14",1509.97998,19.32,6475.399902,17586.160156,4246.180176,7318.379883,17142.900391,10812.75
"2000-07-17",1510.48999,19.450001,6525.5,17834.779297,4274.669922,7430.700195,17286.830078,10804.269531
"2000-07-18",1493.73999,19.75,6450.5,17440.830078,4177.169922,7406.910156,16945.070313,10739.919922
"2000-07-19",1481.959961,19.65,6465.5,17710.070313,4055.629883,7366.569824,16983.570313,10696.080078
"2000-07-20",1495.569946,18.940001,6469,17758.509766,4184.560059,7480.140137,NA,10843.870117
"2000-07-21",1480.189941,18.940001,6378.399902,17920.859375,4094.449951,7373.259766,16811.490234,10733.55957
"2000-07-24",1464.290039,19.92,6381.299805,17659.689453,3981.570068,7328.310059,16547.119141,10685.120117
"2000-07-25",1474.469971,19.389999,6390.700195,17375.339844,4029.570068,7329.040039,16573.589844,10699.969727
"2000-07-26",1452.420044,19.67,6387.100098,17620.230469,3987.719971,7302.120117,16502.609375,10516.480469
"2000-07-27",1449.619995,19.6,6352.100098,17450.089844,3842.22998,7183.439941,16182.009766,10586.129883
"2000-07-28",1419.890015,20.84,6335.700195,17183.929688,3663,7128.299805,15838.570313,10511.169922
"2000-07-31",1430.829956,20.74,6365.299805,16840.980469,3766.98999,7190.370117,15727.490234,10521.980469
"2000-08-01",1438.099976,20.549999,6379.399902,16897.449219,3685.52002,7145.529785,16099.669922,10606.950195
"2000-08-02",1438.699951,20,6391.299805,17277.390625,3658.459961,7112.450195,16206.19043,10687.530273
"2000-08-03",1452.560059,19.99,6317.100098,17274.279297,3759.879883,7037.910156,15814.44043,10706.580078
"2000-08-04",1462.930054,18.620001,6363.5,17425.699219,3787.360107,7016.589844,15667.360352,10767.75
"2000-08-07",1479.319946,19.030001,6387.799805,17727.25,3862.98999,7113.220215,16002.709961,10867.009766
"2000-08-08",1482.800049,18.790001,6358.100098,17211.839844,3848.550049,7123.810059,15820.110352,10976.889648
"2000-08-09",1472.869995,19.18,6414,17181.990234,3853.5,7226.709961,16034.599609,10905.830078
"2000-08-10",1460.25,19.190001,6387.299805,17333.210938,3759.98999,7280.970215,15975.650391,10908.759766
"2000-08-11",1471.839966,18.549999,6384.5,17214.419922,3789.469971,7322.97998,16117.5,11027.799805
"2000-08-14",1491.560059,17.879999,6419.899902,16998.060547,3849.689941,7331.669922,16153.910156,11176.139648
"2000-08-15",1484.430054,17.98,6475.5,17463.529297,3851.659912,7307.430176,16298.290039,11067
"2000-08-16",1479.849976,18.02,6532.100098,17734.150391,3861.199951,7315.27002,16356.030273,11008.389648
"2000-08-17",1496.069946,17.48,6518.200195,17622.009766,3940.870117,7278.430176,16161.030273,11055.639648
"2000-08-18",1491.719971,17.049999,6543.700195,17440,3930.340088,7232.419922,16280.490234,11046.480469
"2000-08-21",1499.47998,17.35,6542.200195,17501.480469,3953.149902,7199.339844,16040.179688,11079.80957
"2000-08-22",1498.130005,17.469999,6584.799805,17668.279297,3958.209961,7249.200195,16454.740234,11139.150391
"2000-08-23",1505.969971,17.379999,6566.200195,17427.400391,4011.01001,7232.779785,16436.650391,11144.650391
"2000-08-24",1508.310059,17.040001,6557,17439.699219,4053.280029,7230.259766,16670.820313,11182.740234
"2000-08-25",1506.449951,16.530001,6563.700195,17236.740234,4042.679932,7307.169922,16911.330078,11192.629883
"2000-08-28",1514.089966,16.540001,NA,17019.759766,4070.590088,7339.220215,17181.119141,11252.839844
"2000-08-29",1509.839966,16.889999,6586.299805,17240.109375,4082.169922,7294.399902,17141.75,11215.099609
"2000-08-30",1502.589966,17.690001,6615.100098,17095.880859,4103.810059,7185.560059,16901.669922,11103.009766
"2000-08-31",1517.680054,16.84,6672.700195,17097.509766,4206.350098,7216.450195,16861.259766,11215.099609
"2000-09-01",1520.77002,17.530001,6795,17333.609375,4234.330078,7344.669922,16739.779297,11238.780273
"2000-09-04",NA,NA,6798.100098,17726.169922,NA,7445.560059,16688.210938,NA
"2000-09-05",1507.079956,19.82,6752.5,17595.220703,4143.180176,7395.069824,16452.269531,11260.610352
"2000-09-06",1492.25,20.790001,6694.700195,17605.230469,4013.340088,7333.02002,16399.869141,11310.639648
"2000-09-07",1502.51001,19.42,6689.200195,17431.949219,4098.350098,7373.339844,16300.459961,11259.870117
"2000-09-08",1494.5,18.459999,6600.700195,17275.449219,3978.409912,7267.77002,16501.550781,11220.650391
"2000-09-11",1489.26001,18.4,6582,17007.980469,3896.350098,7214.450195,16130.900391,11195.490234
"2000-09-12",1481.98999,18.59,6555.5,16629.779297,3849.51001,7135.75,16040.230469,11233.230469
"2000-09-13",1484.910034,18.32,6478.200195,NA,3893.889893,7006.259766,16190.519531,11182.179688
"2000-09-14",1480.869995,18.26,6555.5,16395.429688,3913.860107,7048.5,16213.280273,11087.469727
"2000-09-15",1465.810059,18.52,6417.299805,16249.530273,3835.22998,6999.540039,NA,10927
"2000-09-18",1444.51001,20.25,6410.200195,15560.160156,3726.52002,6891.689941,16061.160156,10808.519531
"2000-09-19",1459.900024,19.540001,6403.5,15677.200195,3865.639893,6937.740234,16124.19043,10789.290039
"2000-09-20",1451.339966,19.93,6279.899902,15665.620117,3897.439941,6765.22998,16458.310547,10687.919922
"2000-09-21",1449.050049,20.18,6199.200195,15164.450195,3828.870117,6682.919922,16311.049805,10765.519531
"2000-09-22",1448.719971,20.74,6205.899902,14612.879883,3803.76001,6740.25,15818.25,10847.370117
"2000-09-25",1439.030029,21.41,6257.100098,15428.950195,3741.219971,6788.689941,15992.900391,10808.150391
"2000-09-26",1427.209961,21.879999,6213.200195,15290.849609,3689.100098,6765.040039,15928.620117,10631.320313
"2000-09-27",1426.569946,21.67,6269.299805,15444.129883,3656.300049,6814.060059,15639.950195,10628.360352
"2000-09-28",1458.290039,19.469999,6264.100098,15415.75,3778.320068,6832.759766,15626.959961,10824.05957
"2000-09-29",1436.51001,20.57,6294.200195,15648.980469,3672.820068,6798.120117,15747.259766,10650.919922
"2000-10-02",1436.22998,21.23,6284.5,NA,3568.899902,6862.259766,15902.509766,10700.129883
"2000-10-03",1426.459961,21.85,6345,15725.959961,3455.830078,NA,15912.089844,10719.740234
"2000-10-04",1434.319946,21.540001,6334.899902,15878.889648,3523.100098,6823.430176,16149.080078,10784.480469
"2000-10-05",1436.280029,21.030001,6382,16184.679688,3472.100098,6892.490234,16099.259766,10724.919922
"2000-10-06",1408.98999,22.709999,6391.200195,NA,3361.01001,6776.390137,15994.240234,10596.540039
"2000-10-09",1402.030029,24.02,6264.799805,15693.5,3355.560059,6680.779785,NA,10568.429688
"2000-10-10",1387.02002,24.860001,6247.700195,15554.110352,3240.540039,6673.149902,15827.719727,10524.400391
"2000-10-11",1364.589966,26.57,6117.600098,15127,3168.48999,6561.629883,15513.570313,10413.790039
"2000-10-12",1329.780029,30.51,6131.899902,15074.799805,3074.679932,6465.259766,15550.639648,10034.580078
"2000-10-13",1374.170044,27.6,6209.600098,14680.5,3316.77002,6661.299805,15330.30957,10192.179688
"2000-10-16",1374.619995,26.790001,6285.700195,14973.400391,3290.280029,6627.25,15512.320313,10238.799805
"2000-10-17",1349.969971,27.84,6203.299805,14873.429688,3213.959961,6531.709961,15340.219727,10089.709961
"2000-10-18",1342.130005,28.719999,6148.200195,14458.519531,3171.560059,6483,14872.480469,9975.019531
"2000-10-19",1388.76001,25.09,6218.899902,14422.519531,3418.600098,6619.430176,14811.080078,10142.980469
"2000-10-20",1396.930054,24.24,6276.299805,15044.530273,3483.139893,6618.430176,15198.730469,10226.589844
"2000-10-23",1395.780029,24.690001,6315.899902,15102.360352,3468.689941,6620.870117,15097.959961,10271.719727
"2000-10-24",1398.130005,24.280001,6438.399902,14925.929688,3419.790039,6802.810059,15148.19043,10393.070313
"2000-10-25",1364.900024,26.65,6367.799805,15061.139648,3229.570068,6748.220215,14840.469727,10326.480469
"2000-10-26",1364.439941,28.620001,6302.299805,14996.240234,3272.179932,6767.899902,14858.429688,10380.120117
"2000-10-27",1379.579956,26.469999,6366.600098,14902.459961,3278.360107,6924.680176,14582.200195,10590.620117
"2000-10-30",1398.660034,25.459999,6388.399902,14799.900391,3191.399902,6926.569824,14464.55957,10835.769531
"2000-10-31",1429.400024,23.629999,6438.399902,14895.339844,3369.629883,7077.439941,14539.599609,10971.139648
"2000-11-01",1421.219971,24.280001,6457.600098,15349.009766,3333.389893,7059.069824,14872.389648,10899.469727
"2000-11-02",1428.319946,23.92,6392,15291.540039,3429.02002,7088.640137,14837.780273,10880.509766
"2000-11-03",1426.689941,23.67,6385.399902,15594.120117,3451.580078,7128.27002,NA,10817.950195
"2000-11-06",1432.189941,24.52,6431,15671.150391,3416.209961,7136.299805,15371.44043,10977.209961
"2000-11-07",1431.869995,24.91,6466.899902,15820.790039,3415.790039,7076.279785,15340.330078,10952.179688
"2000-11-08",1409.280029,25.66,6477.399902,15654.129883,3231.699951,7008.640137,15399.639648,10907.05957
"2000-11-09",1400.140015,27.200001,6442.200195,15504.799805,3200.350098,6959.5,15060.049805,10834.25
"2000-11-10",1365.97998,28.530001,6400.200195,15389.389648,3028.98999,6851.689941,14988.540039,10602.950195
"2000-11-13",1351.26001,29.059999,6274.799805,14815.69043,2966.719971,6742.100098,14664.639648,10517.25
"2000-11-14",1382.949951,26.809999,6412.899902,15177.519531,3138.27002,6966.649902,14660.040039,10681.05957
"2000-11-15",1389.810059,26.15,6432.299805,15127.400391,3165.48999,6961.089844,14799.139648,10707.599609
"2000-11-16",1372.319946,25.049999,6430.399902,15298.349609,3031.879883,6842.109863,14587.030273,10656.030273
"2000-11-17",1367.719971,24.809999,6440.100098,15180.849609,3027.189941,6752.290039,14544.299805,10629.870117
"2000-11-20",1342.619995,27.43,6345,15346.660156,2875.639893,6609.47998,14531.650391,10462.650391
"2000-11-21",1347.349976,26.620001,6382.200195,15188.299805,2871.449951,6678.069824,14408.459961,10494.5
"2000-11-22",1322.359985,27.709999,6221.399902,14772.509766,2755.340088,6510.540039,14301.30957,10399.320313
"2000-11-23",NA,NA,6287.299805,14563.509766,NA,6601,NA,NA
"2000-11-24",1341.77002,26,6327.600098,14376.900391,2904.379883,6664.180176,14315.349609,10470.230469
"2000-11-27",1348.969971,26.93,6374.700195,14602.759766,2880.48999,6696.910156,14720.389648,10546.070313
"2000-11-28",1336.089966,27.639999,6249.799805,14566.219727,2734.97998,6625.560059,14658.870117,10507.580078
"2000-11-29",1341.930054,27.49,6164.899902,14169.05957,2706.929932,6598.319824,14507.639648,10629.110352
"2000-11-30",1314.949951,29.65,6142.200195,13984.389648,2597.929932,6372.330078,14648.509766,10414.490234
"2000-12-01",1315.22998,27.48,6170.399902,14441.429688,2645.290039,6512.910156,14835.330078,10373.540039
"2000-12-04",1324.969971,27.780001,6158.700195,14559.240234,2615.75,6408.100098,14954.730469,10560.950195
"2000-12-05",1376.540039,24.99,6299,14573.209961,2889.800049,6637.089844,14695.049805,10898.719727
"2000-12-06",1351.459961,25.07,6273.299805,15098.950195,2796.5,6622.25,14889.370117,10664.379883
"2000-12-07",1343.550049,25.34,6231.399902,15011.519531,2752.659912,6566.080078,14720.360352,10617.360352
"2000-12-08",1369.890015,22.41,6288.299805,15189.330078,2917.429932,6691.25,14696.509766,10712.910156
"2000-12-11",1380.199951,23.51,6370.399902,15408.540039,3015.100098,6782.52002,15015.700195,10725.799805
"2000-12-12",1371.180054,24.879999,6390.399902,15329.599609,2931.77002,6733.589844,15114.639648,10768.269531
"2000-12-13",1359.98999,23.629999,6403,15621.730469,2822.77002,6620.209961,15168.679688,10794.44043
"2000-12-14",1340.930054,24.860001,6263.799805,15496.990234,2728.51001,6469.950195,14927.19043,10674.990234
"2000-12-15",1312.150024,26.549999,6175.799805,14975.530273,2653.27002,6331.299805,14552.290039,10434.959961
"2000-12-18",1322.73999,27.700001,6246.5,15024.530273,2624.52002,6390.25,14483.900391,10645.419922
"2000-12-19",1305.599976,27.17,6295,15188.040039,2511.709961,6479.279785,14132.370117,10584.370117
"2000-12-20",1264.73999,31.74,6176.700195,14930.719727,2332.780029,6248.759766,13914.429688,10318.929688
"2000-12-21",1274.859985,29.66,6115.5,14659.320313,2340.120117,6200.709961,13423.209961,10487.290039
"2000-12-22",1305.949951,27.549999,6097.5,14738.209961,2517.02002,6251.399902,13427.080078,10635.55957
"2000-12-25",NA,NA,NA,NA,NA,NA,13931.610352,NA
"2000-12-26",1315.189941,28.73,NA,NA,2493.52002,NA,14007.849609,10692.44043
"2000-12-27",1328.920044,28.139999,6218.200195,14748.360352,2539.350098,6328.160156,13981.490234,10803.160156
"2000-12-28",1334.219971,26.57,6223.200195,14796.549805,2557.76001,6371.640137,13946.959961,10868.759766
"2000-12-29",1320.280029,26.85,6222.5,15095.530273,2470.52002,6433.609863,13785.69043,10787.990234
"2001-01-01",NA,NA,NA,NA,NA,NA,NA,NA
"2001-01-02",1283.27002,29.99,6174.700195,14869.94043,2291.860107,6289.819824,NA,10646.150391
"2001-01-03",1347.560059,26.6,6039.899902,14589.580078,2616.689941,6434.959961,NA,10945.75
